"id","portail_id","portail_libelle","role","organisation","module_id","module_code","module_libelle","routes","donnees_visibles","theme","responsable_propose","sources","nb_routes_candidates","niveau_preuve","statut","test_ui","baseline","version_source","limite"
"PM-direction-portal-direction","POR-direction","Direction SONASP","manager","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-portal-direction","portal-direction","portal-direction","/portail-direction/* | /portail-direction/achats | /portail-direction/alertes | /portail-direction/compte | /portail-direction/contrats | /portail-direction/finances | /portail-direction/performance | /portail-direction/previsions | /portail-direction/production | /portail-direction/rapports | /portail-direction/synthese","Vue consolidée en lecture seule; RLS/RPC à vérifier","direction; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot portal-direction","src/PrivateApp.tsx:269 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts | src/pages/manager/managerNavigation.ts:10 | src/pages/manager/managerNavigation.ts:11 | src/pages/manager/managerNavigation.ts:12 | src/pages/manager/managerNavigation.ts:13 | src/pages/manager/managerNavigation.ts:14 | src/pages/manager/managerNavigation.ts:15 | src/pages/manager/managerNavigation.ts:6 | src/pages/manager/managerNavigation.ts:7 | src/pages/manager/managerNavigation.ts:8 | src/pages/manager/managerNavigation.ts:9","11","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-direction-transverse","POR-direction","Direction SONASP","manager","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-transverse","transverse","transverse","/help | /profile","Vue consolidée en lecture seule; RLS/RPC à vérifier","direction; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot transverse","src/PrivateApp.tsx:1257 | src/PrivateApp.tsx:278 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-factory-dashboard","POR-factory","Production","factory","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-dashboard","dashboard","Tableau de bord","/dashboard/factory","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","factory; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot pilotage national","src/PrivateApp.tsx:1806 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-factory-documents","POR-factory","Production","factory","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-documents","documents","Documents","/documents/assay-certificates","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","factory; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot documents","src/PrivateApp.tsx:1374 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-factory-international_markets","POR-factory","Production","factory","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-international_markets","international_markets","Marchés internationaux","/fx-rates | /gold-prices","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","factory; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot international_markets","src/PrivateApp.tsx:1239 | src/PrivateApp.tsx:1248 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-factory-production","POR-factory","Production","factory","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-production","production","Collecte de l’or","/production/:id | /production/daily | /production/in-safe","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","factory; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot production industrielle","src/PrivateApp.tsx:1635 | src/PrivateApp.tsx:1644 | src/PrivateApp.tsx:974 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-factory-reports","POR-factory","Production","factory","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-reports","reports","Rapports institutionnels","/reports","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","factory; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot reports","src/PrivateApp.tsx:1626 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-factory-shipping","POR-factory","Production","factory","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-shipping","shipping","Expéditions","/freight | /freight/shipments/:id | /freight/shipments/create | /shipping | /shipping/preparation | /shipping/preparation/:id | /shipping/preparation/:id/details | /shipping/preparation/:id/edit | /shipping/preparation/edit/:id | /shipping/preparation/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","factory; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot expéditions","src/PrivateApp.tsx:1266 | src/PrivateApp.tsx:1275 | src/PrivateApp.tsx:1284 | src/PrivateApp.tsx:1293 | src/PrivateApp.tsx:1302 | src/PrivateApp.tsx:1311 | src/PrivateApp.tsx:1320 | src/PrivateApp.tsx:1329 | src/PrivateApp.tsx:1338 | src/PrivateApp.tsx:1392 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","10","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-factory-transverse","POR-factory","Production","factory","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-transverse","transverse","transverse","/help | /profile","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","factory; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot transverse","src/PrivateApp.tsx:1257 | src/PrivateApp.tsx:278 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-conciliation","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-conciliation","conciliation","Conciliation","/conciliation | /conciliation/:id | /conciliation/regles-fiscales","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot conciliation","src/PrivateApp.tsx:840 | src/PrivateApp.tsx:851 | src/PrivateApp.tsx:862 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-documents","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-documents","documents","Documents","/documents/assay-certificates","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot documents","src/PrivateApp.tsx:1374 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-gold_inventory","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-gold_inventory","gold_inventory","Suivi des stocks","/inventory | /inventory/silver","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot stocks","src/PrivateApp.tsx:1383 | src/PrivateApp.tsx:636 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-gold_purchases","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-gold_purchases","gold_purchases","Achats d’or","/achats/demandes | /achats/reglements | /contrats | /contrats/:id | /contrats/nouveau | /requisitions | /requisitions/:id","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot achats et contrats","src/PrivateApp.tsx:801 | src/PrivateApp.tsx:805 | src/PrivateApp.tsx:873 | src/PrivateApp.tsx:895 | src/PrivateApp.tsx:906 | src/PrivateApp.tsx:929 | src/PrivateApp.tsx:951 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","7","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-international_markets","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-international_markets","international_markets","Marchés internationaux","/fx-rates | /gold-prices | /sales/simulations | /sales/simulator | /sales/trade-space","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot international_markets","src/PrivateApp.tsx:1239 | src/PrivateApp.tsx:1248 | src/PrivateApp.tsx:1451 | src/PrivateApp.tsx:1460 | src/PrivateApp.tsx:1469 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","5","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-portal-mine","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-portal-mine","portal-mine","portal-mine","/portail-mine","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot portal-mine","src/PrivateApp.tsx:400 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-production","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-production","production","Collecte de l’or","/performance/budgets | /performance/forecasts | /production/:id | /production/daily | /production/in-safe | /production/licenses | /production/licenses/:id | /production/licenses/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot production industrielle","src/PrivateApp.tsx:1004 | src/PrivateApp.tsx:1635 | src/PrivateApp.tsx:1644 | src/PrivateApp.tsx:1653 | src/PrivateApp.tsx:1671 | src/PrivateApp.tsx:1680 | src/PrivateApp.tsx:974 | src/PrivateApp.tsx:983 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","8","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-refining","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-refining","refining","Raffinage","/refining | /refining/freight-shipments","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot raffinage","src/PrivateApp.tsx:1403 | src/PrivateApp.tsx:1412 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-reports","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-reports","reports","Rapports institutionnels","/reports","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot reports","src/PrivateApp.tsx:1626 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-sales","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-sales","sales","Vente d’or international","/payments | /payments/:id | /payments/virtual | /sales | /sales/:id | /sales/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot ventes internationales et paiements","src/PrivateApp.tsx:1433 | src/PrivateApp.tsx:1442 | src/PrivateApp.tsx:1496 | src/PrivateApp.tsx:1563 | src/PrivateApp.tsx:1581 | src/PrivateApp.tsx:735 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","6","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-shipping","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-shipping","shipping","Expéditions","/freight | /freight-customs | /freight-customs/:id | /freight-customs/create | /freight/shipments/:id | /freight/shipments/create | /shipping | /shipping/preparation | /shipping/preparation/:id | /shipping/preparation/:id/details | /shipping/preparation/:id/edit | /shipping/preparation/edit/:id | /shipping/preparation/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot expéditions","src/PrivateApp.tsx:1266 | src/PrivateApp.tsx:1275 | src/PrivateApp.tsx:1284 | src/PrivateApp.tsx:1293 | src/PrivateApp.tsx:1302 | src/PrivateApp.tsx:1311 | src/PrivateApp.tsx:1320 | src/PrivateApp.tsx:1329 | src/PrivateApp.tsx:1338 | src/PrivateApp.tsx:1347 | src/PrivateApp.tsx:1356 | src/PrivateApp.tsx:1365 | src/PrivateApp.tsx:1392 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","13","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-stakeholders","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-stakeholders","stakeholders","Parties prenantes","/customers | /customers/:id | /stakeholders/depositors | /stakeholders/depositors/:id/edit | /stakeholders/depositors/new | /stakeholders/freight-companies | /stakeholders/refinery-plants","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot référentiels (root pilote Clients)","src/PrivateApp.tsx:1505 | src/PrivateApp.tsx:1538 | src/PrivateApp.tsx:1761 | src/PrivateApp.tsx:1770 | src/PrivateApp.tsx:1779 | src/PrivateApp.tsx:1842 | src/PrivateApp.tsx:1851 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","7","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-mine-transverse","POR-mine","Société minière","mine","mining_company_id autoritatif; 2 sociétés à tester","LOT-transverse","transverse","transverse","/help | /profile","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","mine; primary=#805614; sidebar=#30271E; prescrit=true","Lot transverse","src/PrivateApp.tsx:1257 | src/PrivateApp.tsx:278 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-administration","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-administration","administration","Administration","/access/audit | /access/portals | /access/roles | /admin/audit | /admin/messagerie | /admin/messagerie/:uid | /admin/messagerie/nouveau | /admin/modules | /admin/permissions | /admin/settings | /users | /users/:userId | /users/edit | /users/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot administration et IAM","src/PrivateApp.tsx:1013 | src/PrivateApp.tsx:1022 | src/PrivateApp.tsx:1031 | src/PrivateApp.tsx:1040 | src/PrivateApp.tsx:1067 | src/PrivateApp.tsx:1076 | src/PrivateApp.tsx:1077 | src/PrivateApp.tsx:1078 | src/PrivateApp.tsx:1098 | src/PrivateApp.tsx:1188 | src/PrivateApp.tsx:1203 | src/PrivateApp.tsx:1212 | src/PrivateApp.tsx:1221 | src/PrivateApp.tsx:1230 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","14","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-analytics","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-analytics","analytics","Performance nationale","/analytics | /analytics/national","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot analytics","src/PrivateApp.tsx:1590 | src/PrivateApp.tsx:1599 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-artisan_gold_market","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-artisan_gold_market","artisan_gold_market","Marché d’or artisanal","/artisan-minier/paiements | /artisan-minier/paiements/:venteId/nouveau | /artisan-minier/paiements/historique | /artisan-minier/paiements/historique/:paiementId | /artisan-minier/rapports | /artisan-minier/rapports/chiffre-affaires | /artisan-minier/rapports/quantites | /artisan-minier/rapports/taxes | /artisan-minier/ventes-or | /artisan-minier/ventes-or/:id | /artisan-minier/ventes-or/:id/facture | /artisan-minier/ventes-or/:id/modifier | /artisan-minier/ventes-or/nouvelle | /collecte/ventes | /collecte/ventes/nouvelle | /portail-dgi/paiements","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot marché artisanal et paiements","src/PrivateApp.tsx:314 | src/PrivateApp.tsx:330 | src/PrivateApp.tsx:331 | src/PrivateApp.tsx:492 | src/PrivateApp.tsx:501 | src/PrivateApp.tsx:510 | src/PrivateApp.tsx:519 | src/PrivateApp.tsx:528 | src/PrivateApp.tsx:537 | src/PrivateApp.tsx:546 | src/PrivateApp.tsx:555 | src/PrivateApp.tsx:564 | src/PrivateApp.tsx:591 | src/PrivateApp.tsx:600 | src/PrivateApp.tsx:609 | src/PrivateApp.tsx:618 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","16","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-artisan-minier","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-artisan-minier","artisan-minier","Artisans miniers","/artisan-minier | /artisan-minier/:artisanId/infractions/:infractionId | /artisan-minier/:artisanId/infractions/:infractionId/modifier | /artisan-minier/:artisanId/infractions/nouvelle | /artisan-minier/:id | /artisan-minier/:id/edit | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation | /artisan-minier/collecteurs | /artisan-minier/collecteurs/:id | /artisan-minier/collecteurs/:id/modifier | /artisan-minier/collecteurs/nouveau | /artisan-minier/comptoirs | /artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau | /artisan-minier/liste","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot artisans et affiliations","src/PrivateApp.tsx:322 | src/PrivateApp.tsx:323 | src/PrivateApp.tsx:324 | src/PrivateApp.tsx:325 | src/PrivateApp.tsx:326 | src/PrivateApp.tsx:327 | src/PrivateApp.tsx:328 | src/PrivateApp.tsx:329 | src/PrivateApp.tsx:429 | src/PrivateApp.tsx:438 | src/PrivateApp.tsx:447 | src/PrivateApp.tsx:456 | src/PrivateApp.tsx:465 | src/PrivateApp.tsx:474 | src/PrivateApp.tsx:483 | src/PrivateApp.tsx:573 | src/PrivateApp.tsx:582 | src/PrivateApp.tsx:627 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","18","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-conciliation","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-conciliation","conciliation","Conciliation","/conciliation | /conciliation/:id | /conciliation/regles-fiscales","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot conciliation","src/PrivateApp.tsx:840 | src/PrivateApp.tsx:851 | src/PrivateApp.tsx:862 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-dashboard","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-dashboard","dashboard","Tableau de bord","/dashboard | /dashboard/airport | /dashboard/customer | /dashboard/factory | /dashboard/management | /dashboard/production-modern | /dashboard/refinery","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot pilotage national","src/PrivateApp.tsx:1797 | src/PrivateApp.tsx:1806 | src/PrivateApp.tsx:1815 | src/PrivateApp.tsx:1824 | src/PrivateApp.tsx:1833 | src/PrivateApp.tsx:411 | src/PrivateApp.tsx:420 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","7","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
